title,weight,price,image
Grapes Mixed,Packet,5,https://www.luluhypermarket.com/medias/376799-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0NDc5N3xpbWFnZS9qcGVnfGg1OS9oYTEvOTcwOTg4NDIxMTIzMC8zNzY3OTktMDEuanBnXzMwMFd4MzAwSHwzYTAzNWMwOTAyNjkwZjE5ZWJhYTk2NjQ3NTVhODE0ZTY4MmRlYmI5NzI4M2YzZmJjMmU5YjIzMzI2Yzk1OGNj
Baby Corn Thailand,1pkt,4.5,https://www.luluhypermarket.com/medias/18590-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTIxM3xpbWFnZS9qcGVnfGltYWdlcy9oZWQvaGMxLzkwNzk2NjUxNjQzMTguanBnfDM1NzE3YzczODJmYjI3NTQwZDMxZmNkMTc5N2RkYWYxZDgwZjllNDEzNmI3Nzk3MDVkMTcxYTkwNGY4MGJlMTc
Fresh Cut Strawberry,250g,18.75,https://www.luluhypermarket.com/medias/1055561-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjA4NXxpbWFnZS9qcGVnfGltYWdlcy9oY2IvaDEwLzkxNDgyMjk2MTU2NDYuanBnfGRmNjdhMmQyYmZmZTE0M2UxZjAwMmE1MmE5YTlhMWIwYzk0ZjMxM2U1MDc4MjllNjc5NzhlNDc0YjBmMTYzNGQ
Shitake Mushroom Holland,150g,10.75,https://www.luluhypermarket.com/medias/191396-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w2Nzk2OXxpbWFnZS9qcGVnfGltYWdlcy9oN2QvaDVhLzkxNDg3NzM2NjI3NTAuanBnfGI4YjY0YTZhYzRkOTE0MDc1YzcwMTNiMGU5YzJhYjU0ZmVlZDc4OTFkMzM5ZmI1MzhjMWM3ZGM1ZTEwMTcxYzg
Sweet Potato,1kg,10.5,https://www.luluhypermarket.com/medias/197293-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjM2MHxpbWFnZS9qcGVnfGltYWdlcy9oYjMvaGI3LzkxNDg3NzU0MzIyMjIuanBnfDI3ZjhkY2FiMDU0ZDM0ZDZmNDg5ZDkzYTU0ODE4YTc0ODdmYzI4YTA1MWE4NTJmYjNiMDU1ODVhM2QwNzZhNWY
Banana Ecuador,1kg,4.5,https://www.luluhypermarket.com/medias/1085177-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxOTM0NnxpbWFnZS9qcGVnfGltYWdlcy9oZTMvaGYzLzkxNDgyMzk2NDI2NTQuanBnfDI4Nzk5OTc4NGFlM2EwYTViZDEyMDU0YjYyMDRmMmU3YjJlMzgwOWM5YzVkYzIzOGU0MDc1OTA4NTAwNWU3YmI
Guava Sri Lanka,500g,8,https://www.luluhypermarket.com/medias/372679-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMzcxM3xpbWFnZS9qcGVnfGgwOC9oZTkvOTczNjc0NjkyNjExMC8zNzI2NzktMDEuanBnXzMwMFd4MzAwSHw1NWZhMTlkNjg5YTA1Y2MzNzRjZTkxODg2MTUzZDhkNmQ4NzQ2N2NhODE3MDNmYjczNDIzMjFlNzRiY2ExYTNj
Premium Capsicum Green,1kg,6.5,https://www.luluhypermarket.com/medias/1393929-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0MDExMHxpbWFnZS9qcGVnfGgyYi9oZmQvOTc4ODUzNTgzMjYwNi8xMzkzOTI5LTAxLmpwZ18zMDBXeDMwMEh8NTNkMGE1YjgzYmE0MWVhMzkzYjk0OGY5Mzc2ZjM3OWZiYTdlMzU3ZjkzOTZhMzM0NDQ2Yzk0ZTFmOGUyN2M1Mw
Premium Capsicum Orange Qatar,1pkt,15.5,https://www.luluhypermarket.com/medias/1393949-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNzY0NXxpbWFnZS9qcGVnfGhjZC9oZTgvOTc4ODUzNTI0Mjc4Mi8xMzkzOTQ5LTAxLmpwZ18zMDBXeDMwMEh8MDgwNWQxNTZkMTE2NjZkNjI5NWFkNjc0ZDU4ZjkyNjViM2Y5NTI3ODkzNDhjMzc1N2JmNzJhNDQzZTQxNmM5ZA
Baby Spinach USA,1pkt,36.75,https://www.luluhypermarket.com/medias/488046-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w5ODE1MnxpbWFnZS9qcGVnfGltYWdlcy9oZGEvaDgzLzkwNjk4ODg5OTUzNTguanBnfGM0Zjg1MjZkODAzNDI4ZDE2YmVhYjdkMzI0NTBhMGZhYzBlMTAxMDEwY2Y1MGM2MGZhNzAyYTAyOGZiNmM1YTU
Holland Lettuce Boston,200g,7.5,https://www.luluhypermarket.com/medias/18830-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzOTM2OHxpbWFnZS9qcGVnfGltYWdlcy9oYWIvaDFhLzkxNDc4NDQ2NTcxODIuanBnfDQ2NDAxNGJjODI1ODZiYzM0YzQ4OTBjODEwZjFkZDhhNWZhNzgxZjBhN2I2MjJlMTg4MGY1MTFhM2NkNGZiYWI
White Onion Spain,600g,3.25,https://www.luluhypermarket.com/medias/18865-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w4NDgwfGltYWdlL2pwZWd8aW1hZ2VzL2g0NS9oYTQvOTE0Nzg0OTk2NTU5OC5qcGd8YTllMzIwNDBjMjBkMjgyMGRlODk3NDVhMzc1ZWUyMDNhYWQ1MjAwNTIwMThhZGU5ZTM2YzVhN2M2YWRhOGFjYw
Broccoli Spain,400g,12.25,https://www.luluhypermarket.com/medias/18877-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDQ3NjZ8aW1hZ2UvanBlZ3xpbWFnZXMvaDY2L2hlZS85MTQ3ODUwNTU1NDIyLmpwZ3w4NDM1NTMxYmU3YWVmNzM2MTg4NDU1MzQ3YWQ0NTBkYzg0ZjNmY2MyNDYyNzgxYWJiYmM5M2NmNWI0YTViMDcw
Sugarcane,1kg,13.75,https://www.luluhypermarket.com/medias/376875-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w0MDQ2OXxpbWFnZS9qcGVnfGltYWdlcy9oYjkvaDg2LzkxNDg3OTA3Njc2NDYuanBnfDEzODEwZjE5MGRiNzYxZWFjZDRmNTliNzE0YTc2NGUzZjE4Y2JhZDM3MGQ0OTQyMmQ4ZGZjMjA1M2UxZGJkNjA
Orange Valencia South Africa,1kg,3.75,https://www.luluhypermarket.com/medias/1291292-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNDk2MnxpbWFnZS9qcGVnfGltYWdlcy9oNTgvaGNkLzkxNDgyNzc5ODEyMTQuanBnfDUyNTE3MWY4ZjA5MTcwNjBmMjA0YWMyMmNiNTgzNDEyN2E4NjdhNzRmMjczY2UwNTZjYmUwMWNmYzQwMzAwODk
Pineapple Philippines,1pc,8,https://www.luluhypermarket.com/medias/294892-001.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDU4OHxpbWFnZS9qcGVnfGltYWdlcy9oNWYvaDg5LzkwODIxMjY2MzA5NDIuanBnfGM1YWZiZDAwYTU1OTAxZmZkNmRjYTEyNTY4NDM4NGZkYjBiOTkxNGE0MGQ5Y2UwMWUwNWNkNzc0OWFjNTEzN2M
Orange Navel Syria,1kg,3.75,https://www.luluhypermarket.com/medias/1407387-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDk0NHxpbWFnZS9qcGVnfGgwNC9oZTQvOTg5Mzg1MzQ5NTMyNi8xNDA3Mzg3LTAxLmpwZ18zMDBXeDMwMEh8NDY1NDhjYjNkODEyYTJkMTdmNWUxMzg1YjYwZGRmZDRkYjk2MzI2YTFmNzMxY2UzYzNkNTQ1NDRhODJkZjYxZg
Cucumber Holland,1kg,26.5,https://www.luluhypermarket.com/medias/18824-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjE3N3xpbWFnZS9qcGVnfGltYWdlcy9oMDEvaGU1LzkxNDc4NDE3MDgwNjIuanBnfDhmY2RjNjQ3ZTI1YTUyMDYyZjI3YTA0Mjg4ZTAzYjNjZDFjNmNjODc4ZWU5ZjU3ZDExOGY2Y2M0YTY3ZGM0Mzk
Vellery India,1 Piece,14.5,https://www.luluhypermarket.com/medias/40364-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNzk1NXxpbWFnZS9qcGVnfGltYWdlcy9oMTIvaDdlLzkxNDc5MTAyNTg3MTguanBnfDg3OGYyNmI1Y2I3MDBlYjFkYTk4YmI4YmUyYTRkNTM0NGM1MWEzODhjZGMwNWVmOTg3MmYwNGFiN2QyNzdhNDY
Fresh Dates,1pkt,22,https://www.luluhypermarket.com/medias/391388-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3w2NTAxOXxpbWFnZS9qcGVnfGgzMS9oOTkvOTc5MTI5ODY2NjUyNi8zOTEzODgtMDEuanBnXzMwMFd4MzAwSHwzYjYwMDBlY2EzMGJkNWE1MTM2NTZkNWM1ZDllMzMzN2RjZjFlZDg1MjJmZDkxOTAzYmE0Yzg4OTIwMTI3OGNj
Blueberry,1pkt,39.75,https://www.luluhypermarket.com/medias/1360839-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNzYwOHxpbWFnZS9qcGVnfGhiNS9oYjYvOTc4ODUyMzM4MDc2Ni8xMzYwODM5LTAxLmpwZ18zMDBXeDMwMEh8ZDFmNTYxODBhM2ZjNTE0ZTVlOWYxNWY0OTUxMjU1YTA1YWEzYTM1Yjg2ZGFlNGU0MTE1ZTM5ZTkwMTcwZjRmMQ
Carrot Oman,1kg,6,https://www.luluhypermarket.com/medias/1162987-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMjc1NXxpbWFnZS9qcGVnfGltYWdlcy9oY2YvaDU1L2gwMC85Mzc2NjcyOTQwMDYyLmpwZ3w2NzA4ZTI2MTk5NzYwYzIzY2U1OTM1MDRjMmQ5MzQ1M2YyNWE2YmFlYWFhMDc4NDU1YWI0Nzk1NzQ0ZTIyNDkz
Coconut Shredded India,200g,2.75,https://www.luluhypermarket.com/medias/627212-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wxODM1N3xpbWFnZS9qcGVnfGgwMS9oZmIvOTUxNDQ3MDExMzMxMC82MjcyMTItMDEuanBnXzMwMFd4MzAwSHxkMWM3ZjE3OTlkNjhkYTdlZmEwMjE4ODI4ZDA5OTJlMGZlYzAwMDRjZTFlOTk1NDU5ZGViZDNlNjY3MmM5ODY4
Fresh Cut Dragon Fruit,250g,15,https://www.luluhypermarket.com/medias/1055538-01.jpg-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzczMXxpbWFnZS9qcGVnfGltYWdlcy9oOTcvaDMwLzkxNDgyMjcyNTYzNTAuanBnfDgzMzRkODJlNGQwOGQ5NjhlOTA4OGU5Y2Q4OTljYjFiMzUxNjZhMjcxNjAzNDI4NGQzZjZlOWQ3YjdiNWQxYTI
